id,iso_639_3,text,topic
906,ceb,"Sila kay mas labaw sa mga web proxy sa ubay-ubay nga rason: Ilahang ipaagi sa lain nga ruta ang tanang trapiko sa internet, dili lang sa http.","Internet, Communication"
906,fil,"Magagaling ang mga ito sa mga web proxy dahil sa ilang kadahilanan: Idinadaan nila sa iba ang mga datos sa Internet, hindi lang http.","Internet, Communication"
907,ceb,Kasagaran nagatanyag kini og mas taas nga bandwidth ug mas dekalidad nga serbisyo. Naka-encrypt kini busa mas lisod nga panid-an.,"Internet, Communication"
907,fil,Karaniwan silang nag-aalok ng mas mataas ng bandwidth at mas magandang kalidad ng serbisyo. Naka-encrypt sila kung kaya mas mahirap silang matiktikan.,"Internet, Communication"
907,ilo,Normal a mangidatagdaiti nangatngato a bandwith ken nagsasayaat a kalidaditi serbisio. Isuda ket adda nakalmeng a mensahe ken mas narigrigat nga espiyaan.,"Internet, Communication"
908,ilo,"Dagiti kumpanya ti media ket kanayon nga agsalawasaw maipapan iti panggepna daytoy, ibagada a daytoy ket tapno “malapped ti panagpirata”.",Communication
908,fil,"Regular na nagsisinungaling ang mga kompanya ng media tungkol sa layunin nito, na sinasabing ito ay para ""iwasan ang pamimirata"".",Communication
908,ceb,"Ang mga kompanya sa media kay kanunayng mamakak sa katuyuan niini, ug moingon nga kini ""aron malikayan ang pandarambong"".",Communication
909,ceb,"Sa tinuod, ang mga koda sa mga rehiyon kay walay epekto sa illegal nga pagkopya; ang bit-for-bit nga kopya sa usa ka disk kay mogana sa maski unsa nga device kung asa pod pwede ang orihinal.",Communication
909,ilo,"Ti kinaagpaysona, dagiti code ti rehion ket awan ti epektona kadagiti ilegal a panagkopia; ti panagkopia ti bit-para-bit iti disk ket aggaraw latta a nasayaat iti aniaman nga alikamen no sadino nga agbalin met ti orihinal.",Communication
909,fil,"Sa katunayan, talagang walang epekto ang mga panrehiyong kodigo sa ilegal na pangongopya; ang bawat bit ng kopya ng isang disk ay maayos na magpe-play sa anumang device kung saan gagana ang orihinal na kopya.",Communication
910,ilo,ti kangrunaan a kaipapananna ket ti panangted kadagiti kumpania ti ad-adu a kontrol ti merkadoda; maipapan amin daytoy iti panangpaikot ti kwarta.,Communication
910,fil,Ang tunay na layunin ay ang magbigay sa mga kompanyang iyon ng higit pang kontrol sa kanilang mga merkado; ang lahat ng ito ay tungkol sa pagpapaikot sa pera.,Communication
910,ceb,Ang aktuwal nga katuyoan mao ang paghatag sa mga kompanya og dugang nga kontrol sa ilang mga merkado; mahitungod ang tanan sa pagtuyok sa kwarta.,Communication
911,ilo,"Agsipud ta maidalan dagiti awag ket maidalan iti Internet, saanmon a kasapulan ti kompania ti telepono a masarakan iti lugar a pagtalinaedam wenno papanam.","Communication, Internet"
911,fil,"Dahil ang mga tawag ay nairuruta sa internet, hindi mo na kailangan na gumamit ng kompanya ng telepono na matatagpuan kung saan ka tumitira o saan ka naglalakbay.","Communication, Internet"
911,ceb,"Tungod kay ang mga tawag giruta sa Internet, dili na nimo kinahanglang mogamit ug kompanya sa telepono nga anaa kon asa ka nagpuyo o nagbiyahe.","Communication, Internet"
912,ceb,"Wala sad gikinahanglan nga magkuha ka og lokal nga numero sa kung asa ka nga komunidad nagpuyo; pwede ka nga magkuha og satellite nga koneksyon sa internet sa kalasangan sa Chicken, Alaska ug mopili ka og numero nga nagpahibalo nga naa ka sa maadlawon nga Arizona.","Communication, Internet"
912,fil,"Wala ring pangangailangan na kumuha ka ng lokal na numero mula sa komunidad kung saan ka nakatira; maaari kang kumuha ng koneksyon sa internet sa pamamagitan ng satelayt sa mga kagubatan ng Chicken, Alaska at pumili ng numero na pinapatunayang ikaw ay nasa maaraw na Arizona.","Communication, Internet"
912,ilo,"Awan met ti kasapulan no mangalaka ti lokal a numero aggapu iti komunidad a paggigianam; mabalinka a mangala ti koneksion iti satellite internet idiay kabakiran ti Chicken, Alaska ken agpili ti numero a mangibagana addaka idiay napudot nga Arizona.","Communication, Internet"
913,ilo,"Masansan, masapul nga aggatangka ti nailasin a sangalubungan a numero a mabalin a matawaganka iti telepono a PSTN. No sadino daydiay a numero ket agbaliw para kadagiti tattao a tumawtawag kenka.","Communication, Internet"
913,ceb,"Sa kanunay, kinahanglan nimo mopalit og global nga numero nga bulag nga magtugot sa mga PSTN nga telepono sa pagtawag kanimo. Diin ang numero naggikan naghimo og kalainan alang sa mga tawo nga nagatawag kanimo.","Communication, Internet"
913,fil,"Kalimitan, ikaw ay kailangang bumili ng pambuong mundong numero nang hiwalay na pinapayagan ang mga teleponong PSTN na tawagan ka. Kung saan nanggaling ang numero ay malaki ang nagagawa sa mga taong tumatawag sa iyo.","Communication, Internet"
914,ceb,Mga app nga dayon maghubad sa teksto – mga aplikasyon nga naay kapabilidad sa awtomatikong paghubad sa tibuok bahin sa teksto gikan sa usa ka pinulongan ngadto sa lain.,"Communication, Applications"
914,fil,Ang mga app na nagsasalin ng teksto sa segundo ring iyon - mga application na may kakayahang awtomatikong magsalin ng buong mga bahagi ng teksto mula sa isang wika tungo sa isa pa.,"Communication, Applications"
914,ilo,"Dagiti ""real-time text translator apps"" kabaelanna a dagus a maipatarus dagiti dadduma a sasao iti nadumaduma a lenguahe.","Communication, Applications"
915,ilo,"Dagiti dadduma nga aplikasion iti daytoy a kategoria, mabalinda pay nga ipatarus kadagiti teksto iti ganggannaet a pagsasao dagiti pagilasinan ken dadduma pay a bambanag iti pudpudno a lubong no ipaturong ti agus-usar ti smartphone-na kadagitoy a bambanag.","Communication, Applications"
915,fil,Ang ilan sa mga application sa kategoryang ito ay maaaring magsalin ng mga teksto ng mga wikang banyaga sa pamamagitan ng paglapit o pagturo ng user sa smartphone sa mga palatandaan o ibang bagay na nakikita sa lugar.,"Communication, Applications"
915,ceb,Ang uban sa mga aplikasyon niini nga kategorya mahimong mohubad sa mga teksto sa langyaw nga mga sinultian sa mga ilhanan o laing mga butang sa tinuod nga kalibutan kon asa itudlo sa naggamit ang smartphone ngadto sa mga butang.,"Communication, Applications"
916,fil,"Ang mga engine sa pagsasalin ay kapansing-pansing umayos, at ngayon ay mas malimit na nagbibigay ng humigit-kumulang na wastong pagsasalin (at mas madalang na walang kabuluhan), subalit kinakailangan ang pag-iingat, dahil maari pa ring itong magkamali.","Communication, Applications"
916,ceb,"Ang mga translation engine kay dako na kaayo ang pagkaraang-arang, ug karon kasagaran nagahatag og labihan o dili kaayo insakto nga mga paghubad (ug mas talagsaon nga walay pulos/gibberish), apan gikanahanglan og diyutay nga pag-amping, tungod kay posibleng mamali pa gihapon kini.","Communication, Applications"
916,ilo,"Dagiti makina ti panagipatarus ket dakkel ti nagbalbaliwanna, ken masansan ita a mangted ti medio husto a panagipatarus (ken adu met sagpaminsan ti balibad), kasapulan latta ti panagannad agsipud ta posible nga agkamali.","Communication, Applications"
917,ilo,"Ti maysa kadagiti kalatakan nga apps iti daytoy a kategoria ket ti Google Translate, a mabalin a mausar a pagipatarus uray awan ti Internet no la ket naidownloaden ti kasapulan a lengguahe.","Communication, Applications"
917,ceb,"Usa sa labing iladong mga app sa kani nga kategorya mao ang Google Translate, diin nagatugot sa paghubad bisan walay internet paghuman og download sa gusto nga datos sa linggwahe.","Communication, Applications"
917,fil,"Ang isa sa mga pinakaprominenteng app sa kategoryang ito ay ang Google Translate, na pinapayagan ang offline na pagsasalin matapos i-download ang gustong salita.","Communication, Applications"
918,fil,Ang paggamit ng mga app para sa nabigasyon sa pamamagitan ng GPS sa iyong smartphone ay maaaring ang pinakamadali at pinakakombinyenteng paraan ng pagnanabiga kapag nasa labas ng iyong sariling bansa.,Communication
918,ceb,Ang paggamit og mga app sa nabigasyon sa GPS sa inyong mga smartphone kay mamahimong isa ka pinakasayon ug pinakakombenyenteng pamaagi sa pag-navigate kon wala ka sa imong kaugalingong nasod.,Communication
918,ilo,Ti panagusar kadagiti app nga adda nabigasion nga GPS nga adda dita smartphonemo ket mabalin nga isun ti kadarasan ken kombiniente a pamay-an tapno maamuam iti dalan nga rumuar iti pagiliam.,Communication
919,ilo,"Makainutka ti kuarta ngem no aggatangka ti baro a mapa para iti GPS, wenno ti makabukod nga alikamen ti GPS wenno agabangka aggapu iti maysa a kompanya ti paggaabangan ti lugan.",Communication
919,fil,"Makakatipid ito kaysa sa pagbili ng mga bagong mapa para sa isang GPS, o isang solong aparato ng GPS o pag-upa ng isa mula sa kompanyang nagpapaupa ng sasakyan.",Communication
919,ceb,"Mas maka-ipon ka og kwarta kaysa mopalit ka og mapa para sa GPS, o usa lang gyud ka GPS nga device o mag-abang ka og sakyanan sa usa ka paabangan nga kompanya.",Communication
920,fil,"Kung wala kang koneksyon sa data para sa iyong telepono, o kapag ito ay nasa labas ng saklaw ng signal, maaaring limitado ang pagganap ng mga ito o hindi magamit.",Communication
920,ceb,"Kon wala kay koneksyon sa data sa imong selpon, o kon wala kini signal, mahimong limitado o dili kana magamit.",Communication
920,ilo,"No awan ti koneksion ti data dita teleponom, wenno awanka iti sakopna, ti performancena ket mabalin a limitado wenno saan a magun-odan.",Communication
921,fil,Ang bawat dulo ng tindahan ay napupuno ng magulong ayos ng pre-paid na mga kard ng telepono na maaaring magamit sa mga pay phone o ordinaryong mga telepono.,Communication
921,ceb,Ang matag kantong tindahan puno sa usa ka makalibog nga han-ay sa mga pre-paid card sa telepono nga mahimong magamit gikan sa mga pampublikong telepono o sa ordinaryong mga telepono.,Communication
921,ilo,"Kada suli a paggatangan, napunno dagiti makariro a plastar ti prepaid phone card a mabalin nga usaren kadagiti mabayadan a telepono wenno ordinario a telepono.",Communication
922,ceb,"Samtang ang kadaghanan sa mga kard maayo para pangtawag bisan asa, ang uban kay espesyalista sa paghatag og mapuslanong mga rate sa tawag sa pihong mga grupo sa mga nasod.",Communication
922,ilo,"Bayat a kaadduan kadagiti card ket mabalin a pangtawag iti aniaman nga lugar, dadduma kadagitoy ket mangipapaay ti adadda a nalaklaka a balor ti panagtawag kadagiti espesipiko a pagilian.",Communication
922,fil,"Habang karamihan sa mga kard ay mabuti para sa pagtawag sa kahit saan man, ang ilan ay espesyalista sa pagbibigay ng mga kanais-nais na singil sa pagtawag sa mga espesipikong grupo ng mga bansa.",Communication
923,ceb,Ang paggamit niining mga serbisyo kay kasagaran pinaagi sa walay bayad nga numero sa telepono nga mahimong matawagan gamit ang kadaghanan sa mga selpon nga walay bayad.,Communication
923,fil,Ang pag-akses sa mga serbisyong ito ay madalas na sa pamamagitan ng isang walang bayad na numero ng telepono na matatawagan mula sa karamihan ng telepono nang walang bayad.,Communication
923,ilo,Ti akses kadagitoy a serbisio ket masansan a babaen ti toll-free a numero ti telepono a mabalin a maawagan nga awanan bayad manipud iti kaaduan a telepono.,Communication
924,ilo,"Dagiti linteg maipanggep iti regular photography ket maipakat met ti panagrekord ti video, a mabalin a mas ad-adu pay.",Photography
924,fil,"Ang mga panuntunan tungkol sa karaniwang pagkuha ng larawan ay magagamit din sa pagkuha ng bidyo, maaari ring sa iba pa.",Photography
924,ceb,"Ang mga lagda sa regular nga potograpiya mahimong i-aplikar sad sa pag-rekord og video, ug posible sa mas daghan pa.",Photography
925,ceb,"kon ang simpleng pagkuha og litrato sa usa ka butang kay dili pwede, ayaw nalang gyud planohang mag-rekord og video niini.",Photography
925,fil,"Kung ang pagkuha ng larawan ng isang bagay ay hindi pinahihintulutan, dapat ay hindi ka na mag-isip na kumuha ng bidyo nito.",Photography
925,ilo,"Numan pay ti panangala ti ladawan ti maysa a banag ket maiparit, saanmo ngaruden a panunuten nga agirekord iti videona dayta.",Photography
926,fil,"Kapag gagamit ng drone, suriin munang mabuti kung ano lamang ang maaari mong kunan ng bidyo at anong mga permiso at karagdagang lisensya ang kinakailangan.",Photography
926,ilo,"No agusarka ti drone, kitaem nga umuna no ania ti maipalubos nga alaam iti video ken no ania dagiti permiso wenno nayonna a lisensia a kasapulan.",Photography
926,ceb,"kon mogamit ka og drone, tan-awa daan kon unsa ang mahimo nimong i-film ug unsay kinahanglan nga dugang nga mga permit o lisensya.",Photography
927,ceb,"Ang pagpalupad og drone duol sa usa ka tugpahanan o ibabaw sa usa ka panon kay halos sa tanang higayon dili maayong ideya, bisan pa og dili kini ilegal sa inyong lugar.",Photography
927,ilo,"Ti panagpatayab ti drone idiay asideg iti airport wenno iti ngato ti adu a tattao ket saan a nasayaat nga ideya, uray no saan nga ilegal daytoy iti lugaryo.",Photography
927,fil,"Ang pagpapalipad ng drone malapit sa paliparan o sa ibabaw ng isang pulutong ay halos laging masamang ideya, kahit na ito ay hindi ilegal sa iyong lugar.",Photography
928,ilo,"Ita a panawen, sumagmamano laengen ti agpareserba iti mismo nga airline para iti panagbiaheda a saanen a mangbirok ken mangkompara dagiti presio.",Travel
928,fil,"Sa panahon ngayon, ang paglalakbay sa himpapawid ay bihira lang magkaroon ng tiket sa eroplano nang direkta sa kompanyang panghimpapawid nang wala munang paghahanap at pagkukumpara sa mga presyo.",Travel
928,ceb,"Karong panahon, panagsa na lang ang pag-reserba og biyahe sa kahanginan nga direkta sa airline nga wala usa mangita ug magkumpara sa presyo sa uban.",Travel
929,ceb,"Usahay, adunay dakong kalahian sa mga presyo sa usa ka biyahe sa eroplano sa lainlaing mga aggregator ug makatabang ang pagkumpara sa mga resulta sa pagpangita ug pagtan-aw sad sa website sa airline mismo sa dili pa magpa-book.",Travel
929,fil,Minsan ang parehong paglipad ay maaaring magkaroon ng lubhang magkakaibang presyo sa iba't-ibang aggregator at makabubuting magkumpara ng mga resulta ng paghahanap at tumingin na rin sa website mismo ng kompanya ng eroplano bago mag-book.,Travel
929,ilo,"No maminsan, ti agpada met laeng a panagtayab ket adda dakkel a pagdumaan ti presio iti saba-sabali nga agregator ket nasayaat no ikompara ti search results ken iti panagbirok kadagiti website ti airline sakbay a mangiyurnos.",Travel
930,fil,"Bagaman maaring hindi ka na mangailangan ng visa para sa maiikling pagbisita sa partikular na mga bansa bilang turista o para sa negosyo, ang pagpunta doon bilang estudyanteng internasyonal ay karaniwang nangangailangan ng mas matagal na pananatili kaysa sa pagpunta lamang doon bilang kaswal na turista.",Study
930,ilo,"Uray no saanmo kasapulan ti visa para kadagiti apagbiit a panagbisita iti dadduma a nasion kas turista wenno para iti negosio, ti mapan sadiay a kas gangganaet nga esudyante ket kasapulanna ti nabaybayag a panagtalinaed ngem iti mapan laeng idiay kas turista.",Study
930,ceb,"Dili kinahanglan og visa ang pagbisita sa uban nga mga nasod isip usa ka turista o para lang sa usa ka negosyo, ang pag-adto isip usa ka internasyonal nga estudyante kay nanginahanglan og taas-taas nga pagpabilin kaysa naa lang didto isip usa ka kaswal mga turista.",Study
931,ceb,"Sa kinatibuk-an, ang pagpuyo sa bisan unsa nga langyaw nga nasod sa dugay nga panahon magkinahanglan kanimo nga magkuha daan og visa.",Study
931,fil,"Karaniwan, ang pamamalagi sa alin mang banyagang bansa nang matagalang panahon ay kakailanganin ang iyong patiunang pagkuha ng visa.",Study
931,ilo,"Iti kaaduan, ti panagtalinaed iti sabali a pagilian ti nabaybayag nga oras ket adda kalikaguman a mangala ti visa a nasapsapa.",Study
932,ilo,Gagangay a dagiti visa ti estudiante ket addaan kadagiti nadumaduma a kasapulan ken kadagiti proseso ti panangala ngem kadagiti normal a visa ti turista wenno visa ti negosio.,Study
932,fil,Ang mga visa ng estudyante ay karaniwang mayroong ibang mga hinihingi at paraan ng aplikasyon kaysa sa karaniwang mga visa ng turista o negosyante.,Study
932,ceb,"Adunay lahi nga kinahanglan o proseso sa aplikasyon alang sa mga student visa sa kadaghanan, kompara sa normal nga tourist o business visa.",Study
933,ceb,"Kadaghanan sa mga nasod, nagkinahanglan ka og suwat-tanyag gikan sa institusyon nga gusto nimo eskuylahan, apil usab ang ebidensya sa pondo nga makasuporta nimo sa labing minos unang tuig sa imong kurso.",Study
933,fil,"Para sa karamihang bansa, kakailanganin mo ang isang sulat ng alok mula sa institusyong nais mong pasukan, at ebidensya rin ng mga pondo para suportahan ang iyong sarili para man lamang sa unang taon ng iyong kurso.",Study
933,ilo,"Iti kaaduan a nasion, kasapulam ti surat ti awis manipud iti institusion a kayatmo a pagbasaan , ken kasta met ti pammaneknek ti kaadda ti pondo a mangsuporta iti bagim uray iti laeng umuna a tawen ti kursom.",Study
934,ilo,"Damagenyo ti institusion, ken ti departamento ti imigrasion para iti nasion a kayatyo a pagadalan para kadagiti detalyado a kasapulan.",Study
934,ceb,"Pagsusi sa institusyon, apil na ang departamento sa imigrasyon alang sa nasud nga gusto nimong tun-an alang sa detalyado nga mga kinahanglanon.",Study
934,fil,"Magtanong sa institusyon, pati na rin sa kagawaran ng imigrasyon ng bansa kung saan mo ninanais na mag-aral para sa detalyadong mga kinakailangan.",Study
935,fil,"Puwera na kung isa kang diplomatiko, ang paghahanapbuhay sa ibayong dagat ay karaniwang nangangahulugan na kinakailangan mong magbayad ng buwis sa iyong kinita sa bansang iyong kinalalagyan.",Work
935,ilo,"Mailaksid no sikayo ket maysa a diplomatiko, ti panagtrabaho idiay sabali nga ili ket kasapulan a mangidatag ti buwis ti kita idiay pagilian a nakabatayam.",Work
935,ceb,"Gawas kon ikaw usa ka diplomatiko, ang pagtrabaho gawas sa nasod sa kinatibuk-an nagpasabot nga kinahanglan nimo mag-file og buhis sa kita sa nasod diin ka nakabase.",Work
936,ilo,"Naiduma ti pannakaurnos ti buis ti kita iti agduduma a pagilian, ket agsasabali met dagiti singir ken pakasingiran ti buis iti tunggal pagilian.",Work
936,ceb,"Ang buhis sa kita adunay lain-lain nga istruktura sa lain-lain nga nasod, ug ang presyo ug mga bracket sa buhis naglain-lain pod sa matag nasod.",Work
936,fil,"Ang buwis sa kita ay magkakaiba ang istruktura sa iba't-ibang bansa, at ang mga porsiyento at braket ng buwis ay malawak ang pagkakaiba-iba sa bawa't bansa.",Work
937,ceb,"Sa pipila ka mga federal nga nasud, sama sa United States ug Canada, ginapataw ang buhis sa kita sa federal ug lokal nga lebel, mao nga magkalahilahi ang mga rate ug bracket sa matag rehiyon.",Work
937,fil,"Sa ilang pederal na bansa, katulad ng Estados Unidos at Canada, ipinapataw ang buwis sa kita sa parehong pederal na antas at lokal na antas, kaya maaaring magbago ang mga singil at mga pangkat sa bawat rehiyon.",Work
937,ilo,"Iti dadduma a nasion a pederal, kas ti Estados Unidos ken Canada, ti buis ti kita ket maipataw agpada kadagiti pederal a lebel ken iti lokal a lebel, isu a dagiti rates ken braket mabalin nga agsasabali iti kada region.",Work
938,fil,"Bagaman kadalasan ay walang pagsusuri sa imigrasyon o isang pormalidad ito sa iyong pagdating sa iyong sariling bansa, maaaring maging malaking abala ang paniningil ng buwis sa adwana.",Travel
938,ilo,"Nupay ti panagkita ti imigrasion ket naruay nga awan wenno sinsinan laeng no agawidka iti pagiliam, ti kontrol ti customs ket mabalin a narigat.",Travel
938,ceb,"Samtang ang pagsusi sa imigrasyon kanunay nga wala o usa ka pormalidad sa imong pag-abot sa imong yutang natawhan, ang kustom kontrol mahimong usa ka hasol.",Travel
939,fil,Siguruhing alam mo kung ano lamang ang pwede at hindi mo pwedeng dalhin at ideklara ang anumang sobra pa sa legal na limitasiyon.,Travel
939,ceb,Siguruha nga nahibalo ka unsa imong madala ug dili madala ug ideklara ang bisan unsa sa legal nga mga limitasyon.,Travel
939,ilo,Siguraduem nga ammom dagiti mabalin ken madi mabalin nga itugot idiay uneg ken ibagam ti aniaman a nalabes iti legal a keddeng.,Travel
940,ilo,Ti kalakaan a wagas tapno makarugi iti negosio ti panagsurat maipapan iti panagbiahe ket ti panangsanay kadagiti paglaingan iti maysa nga establisado a website para iti blog ti panagbiahe.,"Travel, Writing"
940,ceb,Ang pinakasayon nga pamaagi sa pagsugod sa negosyo sa travel writing mao ang pagpauswag sa imong kahanas sa usa ka ilado nga travel blog website.,"Travel, Writing"
940,fil,Ang pinakamagaang na paraan para makapag-umpisa ng negosyong pagsulat sa pagbiyahe ay hasain ang iyong galing sa isang matatag na website ng blog sa pagbiyahe.,"Travel, Writing"
941,fil,"Matapos na maging komportable ka sa pag-format at pag-edit sa web, sa kalaunan, baka gumawa ka ng sarili mong website.","Travel, Writing"
941,ceb,"Igka human nimong mahimong komportable sa pag-format ug pag-edit sa web, dili madugay, makahimo naka og kaugalingon nimong website.","Travel, Writing"
941,ilo,"Kalpasan a mairuammon ti panag-format ken panag-edit iti web, inton kuan, mabalinmon ti agaramid iti bukodmo a website.","Travel, Writing"
942,ceb,Ang pagboluntaryo samtang nagbiyahe kay usa ka nindot nga pamaagi aron makahimo og kausaban apan wala kini nalimitahan sa pagpanghatag lamang.,"Work, Travel"
942,ilo,"Maysa a naindaklan a wagas tapno makaaramid iti naidumduma ti panagboluntario bayat ti panagbiahe, ngem saan laeng a maipanggep iti panagited daytoy.","Work, Travel"
942,fil,Ang pagboboluntaryo habang naglalakbay ay mahusay na paraan upang gumawa ng kaibhan nguni't hindi lang ito tungkol sa pagbibigay.,"Work, Travel"
943,fil,"Ang paninirahan at pagboboluntaryo sa isang dayuhang bansa ay isang napakahusay na paraan upang makilala ang isang naiibang kultura, makipagkilala sa mga bagong tao, matuto ng tungkol sa iyong sarili, magkaroon ng pag-unawa sa perspektiba at pati na magkaroon ng mga bagong kasanayan.","Work, Travel"
943,ilo,"Ti panagbiag ken panagboluntario iti sabali a nasion ket mayat a pamay-an tapno makaam-ammo ti sabali a kultura, makagayyem ti baro a tattao, maammuan ti maipapan iti bagim, ken makaala ti perspektibo ken uray pay makagun-od ti baro a paglaingan.","Work, Travel"
943,ceb,"Ang pagpuyo ug pagboluntaryo sa nasod nga langyaw maayong pamaagi aron makabalo og lainlaing kultura, pakighimamat sa bag-ong mga tawo, pagkat-on mahitungod sa imong kaugalingon, pagkuha og maayo nga paglantaw, ug pag-angkon og bag-ong mga kahanas.","Work, Travel"
944,ilo,Mayat met nga ubraen daytoy tapno bennaten ti badyet tapno nabaybayag ti panagian iti maysa a lugar gapu ta adu nga ubra a boluntario ket mangmangted ti kwarto ken pagianan ken ti sumagmamano ket mangted pay ti bassit a sweldo.,"Work, Travel"
944,ceb,Mahimo usab kining maayong paagi sa pag-inat sa badyet aron mapadugay ang pagpuyo sa usa ka dapat kay daghang mga boluntaryo nga trabaho ang nagahatag og puy-anan ug pagkaon ug ang pipila nagabayad og gamay nga suweldo.,"Work, Travel"
944,fil,Maaari rin itong maging magandang paraan upang pagkasyahin ang badyet nang makapanatili nang mas matagal saanman yayamang maraming trabahong boluntaryo ang nagbibigay ng matutuluyan at pagkain at ang ilan ay nagpapasuweldo nang maliit.,"Work, Travel"
945,fil,"Ginamit ng mga Viking ang mga daanang-tubig ng Rusya upang marating ang Dagat na Itim at Dagat Caspian. Magagamit pa rin ang mga parte ng mga rutang ito. Siyasatin ang maaaring pangangailangan para sa mga pantanging permiso, na maaaring mahirap kunin.",sailing
945,ceb,"Gigamit sa mga Viking ang agianan sa tubig sa Russia aron makaadto sa Black Sea ug Caspian Sea. Magamit pa gihapon ang mga parte ani nga mga. Susiha ang posibleng panginahanglan alang sa mga espesyal nga permit, nga mahimong lisod kuhaon.",sailing
945,ilo,"Inusar dagiti viking ti pagnaan ti danum idiay Russia tapno makadanon idiay Nangisit a Baybay ken Baybay Caspian. Parte dagitoy a ruta ket mabalin pay laeng a mausar. Posible a kasapulan ti espesial a permit, a mabalin a narigat nga alaen.",sailing
946,ceb,"Ang White Sea-Baltic Canal nagsumpay sa Arctic Ocean sa Baltic Sea, pinaagi sa Lake Onega, Lake Ladoga ug Saint Petersburg, kasagaran sa mga suba ug mga lanaw.",sailing
946,ilo,"Ti White Sea–Baltic Canal ket konektado iti Arctic ocean ken iti Balctic Sea, dumalan iti Lake Onega, Lake Ladoga ken Saint Petersburg, kaaduan ket bayat ti karayan ken dan-aw.",sailing
946,fil,"Iniuugnay ng Kanal na Dagat na Puti-Baltic ang Karagatang Arctic sa Dagat na Baltic, sa pamamagitan ng Lawa ng Onega, Lawa ng Ladoga at San Petersburg, karamihan ay sa pamamagitan ng mga ilog at lawa.",sailing
947,fil,"Konektado rin ang Lawa ng Onega sa Volga, kaya posible pa rin ang pagmumula sa Dagat Kaspiyo sa pamamagitan ng Rusya.",sailing
947,ilo,"Ti Lake Onega ket konektado iti Volga, isu a posible ti aggapu idiay Caspian Sea babaen ti Russia.",sailing
947,ceb,"Ang Lake Onega konektado usab sa Volga, mao nga mahimo gihapon ang paggikan sa Caspian Sea pinaagi sa Russia.",sailing
948,ilo,Makampanteka a no madanonmo ti marinas amin ket nalawagton. Makasinnangomto dagiti dadduma a pumarpara iti barko ken ipakitada dagiti impormasionda kenka.,sailing
948,ceb,"Pagsalig nga sa higayon nga moabot ka sa mga pantalan, maklaro ra ang tanan. Makahimamat ka og ubang mga tig-angkas sa mga bangka ug ambitan ka nila og ilang mga impormasyon.",sailing
948,fil,Makakasiguro ka na sa sandaling makarating ka sa mga marina lahat ay mahahalata. Makikilala mo ang iba pang mga hitchhiker ng bangka at ibabahagi nila ang kanilang impormasyon sa iyo.,sailing
949,ilo,"Gagangay a mangipanka kadagiti pakaammo iti panangididiayam iti tulongmo, pagpagnaem dagiti pagsangladan, asitgan dagiti tao nga agdaldalus kadagiti yateda, padasem ti makisarita kadagiti marino kadagiti bar, ken dadduma pay.",sailing
949,fil,"Higit sa lahat, maglalagay ka ng mga abisong nag-aalok ng iyong tulong, maglalakad-lakad sa mga pantalan, lalapit sa mga taong naglilinis ng kanilang mga yate, susubukang makipagkita sa mga marino sa bar, etc.",sailing
949,ceb,"Sa panguna, magbutang ka og mga pahibalo nga magtanyag sa imong tabang, magpahinay sa mga pantalan, magduol sa mga tawong nanglimpyo sa ilahang mga yate, mosulay og kontak sa mga marinero sa bar, ug uban pa.",sailing
950,fil,Subukang makipag-usap sa maraming tao hangga't maaari. Maya-maya ang lahat ng tao ay makikilala ka na at bibigyan ka ng mga pahiwatig tungkol sa kung aling bangka ang naghahanap ng tao.,sailing
950,ceb,"Suwayi ang pakigstorya sa daghang mga tawo kutob sa mahimo. Taud-taud ana, makaila sila nimo ug maghatag sila og panultol kon unsa nga bangka ang nangita ug tawo.",sailing
950,ilo,Padasem a makisarita iti adu a tao agingga a mabalin. Kalpasan ti sumagmamano nga oras maam-ammodakan ti amin ket ikkandaka kadagiti paripririp no ania a bangka ti agsapsapul iti tao .,sailing
951,ilo,Masapul a pilien a naannad ti Frequent Flyer nga airline ti maysa nga aliansa.,travel
951,fil,"Sa hanay ng alyansa ng mga kompanya ng eroplano, dapat piliin mo nang mabuti ang kompanya na may programang nagbibigay ng bonus at puntos sa palaging naglalakbay (Frequent Flyer).",travel
951,ceb,Kinahanglan nimo pilion imong Frequent Flyer airline sa usa ka alyansa pag-ayo.,travel
952,fil,"Kahit na sa iyong palagay ay nararapat ang pagsali sa airline na iyong kadalasang tinatrabahuan, dapat magkaroon ka ng kaalaman na magkaiba ang mga pribilehiyong ipinagkakaloob at ang puntos sa madalas na flyer ay maaaring mas mapagbigay sa ilalim ng ibang airline sa parehong alyansa.",travel
952,ilo,"Uray pay no iti panagkunam ket nalaka laeng para kenka ti sumali iti kompania ti eroplano a paglugluganam a kanayon, kasapulan a pagaammom a masansan a maiduma dagiti pribilehio nga iyaw-awisda ken dagiti puntos ti kankanayon nga agluglugan ket mabalin a naparparabur iti sabali a kompania ti eroplano iti isu met la nga aliansa.",travel
952,ceb,"Bisan tuod mahimong hunahunaon nimo nga kini intuitive ang pag-apil sa airline nga imong labi kadaghan ng nasakyan, kinahanglan nga mahibalo ka nga ang mga pribilehiyo nga gitanyag kanunay lainlain ug ang kanunay nga mga punto sa flyer mahimong labaw pa nga manggihatagon ubos sa lain nga airline sa parehas nga alyansa.",travel
